Local time,Open,High,Low,Close,Volume
09.07.2025 08:20:00.000 GMT-0500,1.17173,1.17175,1.17145,1.17148,124830
09.07.2025 08:21:00.000 GMT-0500,1.17148,1.17154,1.17145,1.17152,115860
09.07.2025 08:22:00.000 GMT-0500,1.17151,1.17162,1.17150,1.17154,109590
09.07.2025 08:23:00.000 GMT-0500,1.17150,1.17163,1.17141,1.17143,74790
09.07.2025 08:24:00.000 GMT-0500,1.17149,1.17160,1.17126,1.17129,151350.01
09.07.2025 08:25:00.000 GMT-0500,1.17131,1.17146,1.17131,1.17139,66460
09.07.2025 08:26:00.000 GMT-0500,1.17140,1.17141,1.17109,1.17115,72450
09.07.2025 08:27:00.000 GMT-0500,1.17113,1.17138,1.17113,1.17128,68310
09.07.2025 08:28:00.000 GMT-0500,1.17130,1.17155,1.17130,1.17155,70860
09.07.2025 08:29:00.000 GMT-0500,1.17156,1.17158,1.17141,1.17141,57090
09.07.2025 08:30:00.000 GMT-0500,1.17143,1.17143,1.17123,1.17138,111540
09.07.2025 08:31:00.000 GMT-0500,1.17139,1.17160,1.17138,1.17151,95490
09.07.2025 08:32:00.000 GMT-0500,1.17152,1.17179,1.17152,1.17174,139550
09.07.2025 08:33:00.000 GMT-0500,1.17173,1.17184,1.17162,1.17163,117750
09.07.2025 08:34:00.000 GMT-0500,1.17161,1.17162,1.17139,1.17162,89550
09.07.2025 08:35:00.000 GMT-0500,1.17162,1.17175,1.17144,1.17158,95970
09.07.2025 08:36:00.000 GMT-0500,1.17160,1.17181,1.17160,1.17171,132520
09.07.2025 08:37:00.000 GMT-0500,1.17173,1.17176,1.17139,1.17147,106650
09.07.2025 08:38:00.000 GMT-0500,1.17146,1.17150,1.17127,1.17132,120270
09.07.2025 08:39:00.000 GMT-0500,1.17132,1.17133,1.17099,1.17104,131039.99
09.07.2025 08:40:00.000 GMT-0500,1.17103,1.17110,1.17092,1.17096,112980
09.07.2025 08:41:00.000 GMT-0500,1.17094,1.17101,1.17086,1.17099,79230
09.07.2025 08:42:00.000 GMT-0500,1.17099,1.17106,1.17093,1.17099,57690
09.07.2025 08:43:00.000 GMT-0500,1.17098,1.17107,1.17098,1.17100,105090
09.07.2025 08:44:00.000 GMT-0500,1.17098,1.17105,1.17095,1.17095,65310
09.07.2025 08:45:00.000 GMT-0500,1.17095,1.17097,1.17062,1.17065,121800
09.07.2025 08:46:00.000 GMT-0500,1.17064,1.17066,1.17049,1.17050,72370
09.07.2025 08:47:00.000 GMT-0500,1.17048,1.17052,1.17038,1.17048,79290
09.07.2025 08:48:00.000 GMT-0500,1.17047,1.17051,1.17027,1.17045,200759.99
09.07.2025 08:49:00.000 GMT-0500,1.17045,1.17061,1.17041,1.17061,70740
09.07.2025 08:50:00.000 GMT-0500,1.17059,1.17069,1.17050,1.17050,73440
09.07.2025 08:51:00.000 GMT-0500,1.17051,1.17056,1.17044,1.17050,62100
09.07.2025 08:52:00.000 GMT-0500,1.17051,1.17051,1.17035,1.17035,56700
09.07.2025 08:53:00.000 GMT-0500,1.17035,1.17036,1.17005,1.17034,108630
09.07.2025 08:54:00.000 GMT-0500,1.17034,1.17043,1.17023,1.17036,177090
09.07.2025 08:55:00.000 GMT-0500,1.17037,1.17041,1.17028,1.17034,157070.01
09.07.2025 08:56:00.000 GMT-0500,1.17034,1.17051,1.17024,1.17047,138990.01
09.07.2025 08:57:00.000 GMT-0500,1.17046,1.17054,1.17031,1.17042,109950
09.07.2025 08:58:00.000 GMT-0500,1.17043,1.17055,1.17037,1.17045,100740
09.07.2025 08:59:00.000 GMT-0500,1.17046,1.17055,1.17025,1.17033,154410
09.07.2025 09:00:00.000 GMT-0500,1.17034,1.17060,1.17034,1.17047,99360
09.07.2025 09:01:00.000 GMT-0500,1.17045,1.17073,1.17035,1.17045,155280
09.07.2025 09:02:00.000 GMT-0500,1.17047,1.17050,1.17030,1.17031,89130
09.07.2025 09:03:00.000 GMT-0500,1.17030,1.17048,1.17027,1.17045,83880
09.07.2025 09:04:00.000 GMT-0500,1.17043,1.17046,1.17036,1.17039,75690
09.07.2025 09:05:00.000 GMT-0500,1.17038,1.17066,1.17027,1.17063,152140
09.07.2025 09:06:00.000 GMT-0500,1.17063,1.17077,1.17031,1.17047,195240.01
09.07.2025 09:07:00.000 GMT-0500,1.17046,1.17073,1.17046,1.17073,105690
09.07.2025 09:08:00.000 GMT-0500,1.17072,1.17100,1.17072,1.17086,97070
09.07.2025 09:09:00.000 GMT-0500,1.17086,1.17122,1.17086,1.17098,118840
09.07.2025 09:10:00.000 GMT-0500,1.17097,1.17123,1.17077,1.17123,202230
09.07.2025 09:11:00.000 GMT-0500,1.17125,1.17125,1.17103,1.17113,86400
09.07.2025 09:12:00.000 GMT-0500,1.17112,1.17147,1.17105,1.17124,96300
09.07.2025 09:13:00.000 GMT-0500,1.17123,1.17154,1.17123,1.17145,165690
09.07.2025 09:14:00.000 GMT-0500,1.17144,1.17156,1.17141,1.17149,89610
09.07.2025 09:15:00.000 GMT-0500,1.17150,1.17205,1.17149,1.17199,145170
09.07.2025 09:16:00.000 GMT-0500,1.17201,1.17206,1.17184,1.17198,127680
09.07.2025 09:17:00.000 GMT-0500,1.17204,1.17239,1.17203,1.17226,119460
09.07.2025 09:18:00.000 GMT-0500,1.17228,1.17234,1.17192,1.17215,103920
09.07.2025 09:19:00.000 GMT-0500,1.17215,1.17215,1.17199,1.17202,83370
09.07.2025 09:20:00.000 GMT-0500,1.17200,1.17226,1.17189,1.17216,132240.01
09.07.2025 09:21:00.000 GMT-0500,1.17218,1.17245,1.17215,1.17242,101350
09.07.2025 09:22:00.000 GMT-0500,1.17242,1.17244,1.17209,1.17209,157530
09.07.2025 09:23:00.000 GMT-0500,1.17211,1.17220,1.17205,1.17214,55140
09.07.2025 09:24:00.000 GMT-0500,1.17214,1.17233,1.17202,1.17230,54540
09.07.2025 09:25:00.000 GMT-0500,1.17230,1.17243,1.17218,1.17234,80910
09.07.2025 09:26:00.000 GMT-0500,1.17237,1.17240,1.17214,1.17216,78390
09.07.2025 09:27:00.000 GMT-0500,1.17214,1.17217,1.17193,1.17198,174630
09.07.2025 09:28:00.000 GMT-0500,1.17201,1.17204,1.17183,1.17199,221210.01
09.07.2025 09:29:00.000 GMT-0500,1.17199,1.17200,1.17183,1.17194,210009.99
09.07.2025 09:30:00.000 GMT-0500,1.17191,1.17196,1.17179,1.17189,117510
09.07.2025 09:31:00.000 GMT-0500,1.17189,1.17196,1.17182,1.17185,96430
09.07.2025 09:32:00.000 GMT-0500,1.17187,1.17197,1.17180,1.17186,74160
09.07.2025 09:33:00.000 GMT-0500,1.17185,1.17198,1.17182,1.17193,112770
09.07.2025 09:34:00.000 GMT-0500,1.17193,1.17204,1.17191,1.17192,64620
09.07.2025 09:35:00.000 GMT-0500,1.17193,1.17208,1.17193,1.17205,71850
09.07.2025 09:36:00.000 GMT-0500,1.17209,1.17211,1.17194,1.17194,81780
09.07.2025 09:37:00.000 GMT-0500,1.17195,1.17223,1.17191,1.17211,80230
09.07.2025 09:38:00.000 GMT-0500,1.17210,1.17210,1.17190,1.17206,58800
09.07.2025 09:39:00.000 GMT-0500,1.17208,1.17216,1.17202,1.17216,49260
09.07.2025 09:40:00.000 GMT-0500,1.17212,1.17213,1.17195,1.17210,59430
09.07.2025 09:41:00.000 GMT-0500,1.17212,1.17212,1.17188,1.17192,61770
09.07.2025 09:42:00.000 GMT-0500,1.17191,1.17191,1.17150,1.17171,76200
09.07.2025 09:43:00.000 GMT-0500,1.17170,1.17190,1.17168,1.17188,107660
09.07.2025 09:44:00.000 GMT-0500,1.17188,1.17197,1.17180,1.17193,87180
09.07.2025 09:45:00.000 GMT-0500,1.17193,1.17193,1.17172,1.17173,96600
09.07.2025 09:46:00.000 GMT-0500,1.17174,1.17176,1.17147,1.17175,166470
09.07.2025 09:47:00.000 GMT-0500,1.17177,1.17178,1.17160,1.17169,59400
09.07.2025 09:48:00.000 GMT-0500,1.17170,1.17180,1.17163,1.17168,108720
09.07.2025 09:49:00.000 GMT-0500,1.17170,1.17177,1.17165,1.17168,112860
09.07.2025 09:50:00.000 GMT-0500,1.17168,1.17191,1.17168,1.17170,121230
09.07.2025 09:51:00.000 GMT-0500,1.17169,1.17171,1.17150,1.17166,75750
09.07.2025 09:52:00.000 GMT-0500,1.17164,1.17169,1.17150,1.17150,74700
09.07.2025 09:53:00.000 GMT-0500,1.17151,1.17152,1.17141,1.17142,72450
09.07.2025 09:54:00.000 GMT-0500,1.17143,1.17153,1.17138,1.17147,85740
09.07.2025 09:55:00.000 GMT-0500,1.17147,1.17151,1.17138,1.17142,83070
09.07.2025 09:56:00.000 GMT-0500,1.17143,1.17148,1.17139,1.17140,207990.01
09.07.2025 09:57:00.000 GMT-0500,1.17140,1.17164,1.17129,1.17158,203160
09.07.2025 09:58:00.000 GMT-0500,1.17157,1.17165,1.17143,1.17162,120300
09.07.2025 09:59:00.000 GMT-0500,1.17162,1.17162,1.17146,1.17147,123440
09.07.2025 10:00:00.000 GMT-0500,1.17146,1.17161,1.17141,1.17160,130679.99
09.07.2025 10:01:00.000 GMT-0500,1.17160,1.17162,1.17146,1.17150,174720
09.07.2025 10:02:00.000 GMT-0500,1.17150,1.17159,1.17146,1.17146,116340
09.07.2025 10:03:00.000 GMT-0500,1.17147,1.17152,1.17134,1.17149,74100
09.07.2025 10:04:00.000 GMT-0500,1.17152,1.17154,1.17146,1.17151,45450
09.07.2025 10:05:00.000 GMT-0500,1.17149,1.17156,1.17144,1.17156,36900
09.07.2025 10:06:00.000 GMT-0500,1.17153,1.17156,1.17136,1.17147,113860
09.07.2025 10:07:00.000 GMT-0500,1.17147,1.17163,1.17140,1.17160,120680
09.07.2025 10:08:00.000 GMT-0500,1.17160,1.17160,1.17138,1.17143,82510
09.07.2025 10:09:00.000 GMT-0500,1.17144,1.17144,1.17120,1.17131,125090
09.07.2025 10:10:00.000 GMT-0500,1.17130,1.17130,1.17102,1.17106,124140
09.07.2025 10:11:00.000 GMT-0500,1.17107,1.17112,1.17099,1.17112,72210
09.07.2025 10:12:00.000 GMT-0500,1.17110,1.17114,1.17105,1.17108,72900
09.07.2025 10:13:00.000 GMT-0500,1.17106,1.17114,1.17105,1.17107,45570
09.07.2025 10:14:00.000 GMT-0500,1.17109,1.17110,1.17096,1.17097,30600
09.07.2025 10:15:00.000 GMT-0500,1.17095,1.17095,1.17089,1.17094,71160
09.07.2025 10:16:00.000 GMT-0500,1.17094,1.17110,1.17094,1.17105,80460
09.07.2025 10:17:00.000 GMT-0500,1.17106,1.17110,1.17099,1.17099,33450
09.07.2025 10:18:00.000 GMT-0500,1.17099,1.17105,1.17094,1.17094,52080
09.07.2025 10:19:00.000 GMT-0500,1.17095,1.17102,1.17093,1.17095,33150
09.07.2025 10:20:00.000 GMT-0500,1.17093,1.17093,1.17066,1.17069,126930
09.07.2025 10:21:00.000 GMT-0500,1.17068,1.17072,1.17058,1.17066,113250
09.07.2025 10:22:00.000 GMT-0500,1.17066,1.17070,1.17059,1.17061,95430
09.07.2025 10:23:00.000 GMT-0500,1.17060,1.17071,1.17059,1.17068,36090
09.07.2025 10:24:00.000 GMT-0500,1.17068,1.17069,1.17061,1.17063,16650
09.07.2025 10:25:00.000 GMT-0500,1.17063,1.17063,1.17049,1.17056,80760
09.07.2025 10:26:00.000 GMT-0500,1.17056,1.17066,1.17052,1.17066,66870
09.07.2025 10:27:00.000 GMT-0500,1.17069,1.17069,1.17060,1.17060,45630
09.07.2025 10:28:00.000 GMT-0500,1.17061,1.17067,1.17056,1.17066,20700
09.07.2025 10:29:00.000 GMT-0500,1.17064,1.17067,1.17062,1.17065,24300
09.07.2025 10:30:00.000 GMT-0500,1.17063,1.17073,1.17060,1.17067,102730
09.07.2025 10:31:00.000 GMT-0500,1.17066,1.17069,1.17056,1.17056,44310
09.07.2025 10:32:00.000 GMT-0500,1.17055,1.17066,1.17054,1.17066,47100
09.07.2025 10:33:00.000 GMT-0500,1.17066,1.17079,1.17063,1.17076,38070
09.07.2025 10:34:00.000 GMT-0500,1.17076,1.17086,1.17072,1.17075,43890
09.07.2025 10:35:00.000 GMT-0500,1.17074,1.17091,1.17074,1.17091,40230
09.07.2025 10:36:00.000 GMT-0500,1.17090,1.17097,1.17088,1.17096,17100
09.07.2025 10:37:00.000 GMT-0500,1.17093,1.17094,1.17076,1.17082,24750
09.07.2025 10:38:00.000 GMT-0500,1.17082,1.17084,1.17075,1.17079,39600
09.07.2025 10:39:00.000 GMT-0500,1.17080,1.17080,1.17071,1.17071,44100
09.07.2025 10:40:00.000 GMT-0500,1.17074,1.17085,1.17068,1.17076,58500
09.07.2025 10:41:00.000 GMT-0500,1.17074,1.17076,1.17071,1.17073,27000
09.07.2025 10:42:00.000 GMT-0500,1.17075,1.17092,1.17075,1.17089,44580
09.07.2025 10:43:00.000 GMT-0500,1.17094,1.17097,1.17086,1.17089,28710
09.07.2025 10:44:00.000 GMT-0500,1.17091,1.17092,1.17082,1.17085,17550
09.07.2025 10:45:00.000 GMT-0500,1.17086,1.17087,1.17081,1.17086,21690
09.07.2025 10:46:00.000 GMT-0500,1.17084,1.17100,1.17084,1.17087,59040
09.07.2025 10:47:00.000 GMT-0500,1.17088,1.17088,1.17070,1.17076,48840
09.07.2025 10:48:00.000 GMT-0500,1.17074,1.17082,1.17069,1.17070,26760
09.07.2025 10:49:00.000 GMT-0500,1.17071,1.17076,1.17070,1.17074,8100
09.07.2025 10:50:00.000 GMT-0500,1.17078,1.17082,1.17077,1.17080,16650
09.07.2025 10:51:00.000 GMT-0500,1.17079,1.17080,1.17071,1.17071,37800
09.07.2025 10:52:00.000 GMT-0500,1.17073,1.17076,1.17065,1.17070,42540
09.07.2025 10:53:00.000 GMT-0500,1.17069,1.17072,1.17059,1.17061,31050
09.07.2025 10:54:00.000 GMT-0500,1.17060,1.17065,1.17054,1.17059,24300
09.07.2025 10:55:00.000 GMT-0500,1.17059,1.17063,1.17054,1.17056,33930
09.07.2025 10:56:00.000 GMT-0500,1.17057,1.17061,1.17050,1.17051,72420
09.07.2025 10:57:00.000 GMT-0500,1.17054,1.17061,1.17052,1.17055,28920
09.07.2025 10:58:00.000 GMT-0500,1.17056,1.17069,1.17051,1.17063,38910
09.07.2025 10:59:00.000 GMT-0500,1.17064,1.17067,1.17057,1.17060,49390
09.07.2025 11:00:00.000 GMT-0500,1.17062,1.17077,1.17058,1.17071,55440
09.07.2025 11:01:00.000 GMT-0500,1.17073,1.17087,1.17073,1.17087,49050
09.07.2025 11:02:00.000 GMT-0500,1.17087,1.17089,1.17074,1.17089,41490
09.07.2025 11:03:00.000 GMT-0500,1.17088,1.17088,1.17072,1.17072,53100
09.07.2025 11:04:00.000 GMT-0500,1.17075,1.17076,1.17069,1.17075,13050
09.07.2025 11:05:00.000 GMT-0500,1.17074,1.17076,1.17065,1.17065,22050
09.07.2025 11:06:00.000 GMT-0500,1.17068,1.17079,1.17060,1.17066,58500
09.07.2025 11:07:00.000 GMT-0500,1.17068,1.17081,1.17068,1.17077,11250
09.07.2025 11:08:00.000 GMT-0500,1.17076,1.17083,1.17076,1.17080,22050
09.07.2025 11:09:00.000 GMT-0500,1.17082,1.17082,1.17066,1.17068,21240
09.07.2025 11:10:00.000 GMT-0500,1.17068,1.17077,1.17066,1.17076,34200
09.07.2025 11:11:00.000 GMT-0500,1.17075,1.17079,1.17075,1.17079,15300
09.07.2025 11:12:00.000 GMT-0500,1.17080,1.17082,1.17073,1.17082,15390
09.07.2025 11:13:00.000 GMT-0500,1.17081,1.17081,1.17074,1.17076,10800
09.07.2025 11:14:00.000 GMT-0500,1.17078,1.17078,1.17061,1.17070,36000
09.07.2025 11:15:00.000 GMT-0500,1.17072,1.17087,1.17072,1.17085,29250
09.07.2025 11:16:00.000 GMT-0500,1.17087,1.17087,1.17077,1.17079,21600
09.07.2025 11:17:00.000 GMT-0500,1.17080,1.17083,1.17074,1.17074,21150
09.07.2025 11:18:00.000 GMT-0500,1.17072,1.17073,1.17060,1.17064,36630
09.07.2025 11:19:00.000 GMT-0500,1.17064,1.17065,1.17053,1.17055,42120
09.07.2025 11:20:00.000 GMT-0500,1.17055,1.17057,1.17039,1.17048,37800
09.07.2025 11:21:00.000 GMT-0500,1.17046,1.17051,1.17043,1.17044,60900
09.07.2025 11:22:00.000 GMT-0500,1.17044,1.17048,1.17035,1.17037,44130
09.07.2025 11:23:00.000 GMT-0500,1.17037,1.17044,1.17033,1.17035,54900
09.07.2025 11:24:00.000 GMT-0500,1.17035,1.17045,1.17032,1.17038,38250
09.07.2025 11:25:00.000 GMT-0500,1.17036,1.17054,1.17034,1.17053,36000
09.07.2025 11:26:00.000 GMT-0500,1.17055,1.17055,1.17030,1.17030,20700
09.07.2025 11:27:00.000 GMT-0500,1.17029,1.17032,1.17007,1.17013,65970
09.07.2025 11:28:00.000 GMT-0500,1.17014,1.17016,1.17009,1.17012,32400
09.07.2025 11:29:00.000 GMT-0500,1.17012,1.17016,1.17008,1.17015,27270
09.07.2025 11:30:00.000 GMT-0500,1.17014,1.17035,1.17012,1.17034,35290
09.07.2025 11:31:00.000 GMT-0500,1.17035,1.17043,1.17035,1.17042,17370
09.07.2025 11:32:00.000 GMT-0500,1.17044,1.17044,1.17037,1.17037,7270
09.07.2025 11:33:00.000 GMT-0500,1.17036,1.17040,1.17034,1.17040,15030
09.07.2025 11:34:00.000 GMT-0500,1.17040,1.17040,1.17033,1.17035,18450
09.07.2025 11:35:00.000 GMT-0500,1.17039,1.17047,1.17039,1.17041,39420
09.07.2025 11:36:00.000 GMT-0500,1.17043,1.17048,1.17021,1.17025,98610
09.07.2025 11:37:00.000 GMT-0500,1.17026,1.17033,1.17024,1.17033,18900
09.07.2025 11:38:00.000 GMT-0500,1.17031,1.17034,1.17030,1.17031,15840
09.07.2025 11:39:00.000 GMT-0500,1.17028,1.17044,1.17027,1.17043,22140
09.07.2025 11:40:00.000 GMT-0500,1.17045,1.17055,1.17040,1.17044,50370
09.07.2025 11:41:00.000 GMT-0500,1.17045,1.17054,1.17044,1.17053,38700
09.07.2025 11:42:00.000 GMT-0500,1.17054,1.17056,1.17050,1.17052,10800
09.07.2025 11:43:00.000 GMT-0500,1.17052,1.17065,1.17047,1.17063,44640
09.07.2025 11:44:00.000 GMT-0500,1.17066,1.17070,1.17063,1.17065,15300
09.07.2025 11:45:00.000 GMT-0500,1.17063,1.17063,1.17052,1.17057,31050
09.07.2025 11:46:00.000 GMT-0500,1.17056,1.17065,1.17056,1.17063,13500
09.07.2025 11:47:00.000 GMT-0500,1.17061,1.17061,1.17055,1.17060,15750
09.07.2025 11:48:00.000 GMT-0500,1.17060,1.17071,1.17060,1.17066,32190
09.07.2025 11:49:00.000 GMT-0500,1.17067,1.17068,1.17057,1.17061,45450
09.07.2025 11:50:00.000 GMT-0500,1.17060,1.17065,1.17054,1.17057,25890
09.07.2025 11:51:00.000 GMT-0500,1.17056,1.17062,1.17054,1.17057,20250
09.07.2025 11:52:00.000 GMT-0500,1.17058,1.17059,1.17049,1.17059,25920
09.07.2025 11:53:00.000 GMT-0500,1.17062,1.17062,1.17040,1.17044,36310
09.07.2025 11:54:00.000 GMT-0500,1.17046,1.17063,1.17038,1.17061,45540
09.07.2025 11:55:00.000 GMT-0500,1.17062,1.17062,1.17048,1.17051,33690
09.07.2025 11:56:00.000 GMT-0500,1.17052,1.17054,1.17044,1.17049,44550
09.07.2025 11:57:00.000 GMT-0500,1.17048,1.17054,1.17047,1.17054,26670
09.07.2025 11:58:00.000 GMT-0500,1.17055,1.17055,1.17043,1.17045,16800
09.07.2025 11:59:00.000 GMT-0500,1.17045,1.17051,1.17044,1.17048,21660
09.07.2025 12:00:00.000 GMT-0500,1.17048,1.17051,1.17041,1.17047,42150
09.07.2025 12:01:00.000 GMT-0500,1.17049,1.17055,1.17047,1.17052,25920
09.07.2025 12:02:00.000 GMT-0500,1.17054,1.17061,1.17040,1.17040,94770
09.07.2025 12:03:00.000 GMT-0500,1.17039,1.17051,1.17037,1.17045,63090
09.07.2025 12:04:00.000 GMT-0500,1.17046,1.17051,1.17040,1.17040,71040
09.07.2025 12:05:00.000 GMT-0500,1.17040,1.17062,1.17040,1.17062,24750
09.07.2025 12:06:00.000 GMT-0500,1.17060,1.17071,1.17060,1.17067,22050
09.07.2025 12:07:00.000 GMT-0500,1.17065,1.17071,1.17062,1.17063,32190
09.07.2025 12:08:00.000 GMT-0500,1.17064,1.17080,1.17063,1.17074,26970
09.07.2025 12:09:00.000 GMT-0500,1.17076,1.17085,1.17074,1.17077,29460
09.07.2025 12:10:00.000 GMT-0500,1.17075,1.17087,1.17075,1.17086,22800
09.07.2025 12:11:00.000 GMT-0500,1.17085,1.17089,1.17083,1.17083,29700
09.07.2025 12:12:00.000 GMT-0500,1.17085,1.17095,1.17085,1.17087,30600
09.07.2025 12:13:00.000 GMT-0500,1.17087,1.17106,1.17087,1.17104,34200
09.07.2025 12:14:00.000 GMT-0500,1.17106,1.17108,1.17086,1.17086,51300
09.07.2025 12:15:00.000 GMT-0500,1.17083,1.17088,1.17076,1.17083,54900
09.07.2025 12:16:00.000 GMT-0500,1.17084,1.17089,1.17084,1.17086,30270
09.07.2025 12:17:00.000 GMT-0500,1.17087,1.17087,1.17077,1.17079,15300
09.07.2025 12:18:00.000 GMT-0500,1.17080,1.17101,1.17080,1.17099,66600
09.07.2025 12:19:00.000 GMT-0500,1.17098,1.17098,1.17085,1.17091,47640
09.07.2025 12:20:00.000 GMT-0500,1.17092,1.17094,1.17090,1.17091,15750
09.07.2025 12:21:00.000 GMT-0500,1.17095,1.17100,1.17092,1.17094,20790
09.07.2025 12:22:00.000 GMT-0500,1.17093,1.17094,1.17086,1.17090,30060
09.07.2025 12:23:00.000 GMT-0500,1.17090,1.17091,1.17087,1.17090,20460
09.07.2025 12:24:00.000 GMT-0500,1.17091,1.17092,1.17087,1.17091,14880
09.07.2025 12:25:00.000 GMT-0500,1.17091,1.17091,1.17084,1.17084,29250
09.07.2025 12:26:00.000 GMT-0500,1.17085,1.17091,1.17084,1.17091,33030
09.07.2025 12:27:00.000 GMT-0500,1.17090,1.17095,1.17086,1.17087,27000
09.07.2025 12:28:00.000 GMT-0500,1.17088,1.17094,1.17088,1.17094,18000
09.07.2025 12:29:00.000 GMT-0500,1.17094,1.17098,1.17085,1.17086,27990
09.07.2025 12:30:00.000 GMT-0500,1.17086,1.17090,1.17085,1.17087,29250
09.07.2025 12:31:00.000 GMT-0500,1.17090,1.17090,1.17083,1.17086,29430
09.07.2025 12:32:00.000 GMT-0500,1.17084,1.17088,1.17071,1.17076,57030
09.07.2025 12:33:00.000 GMT-0500,1.17077,1.17084,1.17072,1.17081,41520
09.07.2025 12:34:00.000 GMT-0500,1.17080,1.17080,1.17070,1.17073,36270
09.07.2025 12:35:00.000 GMT-0500,1.17072,1.17079,1.17069,1.17069,43380
09.07.2025 12:36:00.000 GMT-0500,1.17069,1.17074,1.17049,1.17053,57690
09.07.2025 12:37:00.000 GMT-0500,1.17048,1.17049,1.17041,1.17049,35640
09.07.2025 12:38:00.000 GMT-0500,1.17047,1.17061,1.17047,1.17061,24300
09.07.2025 12:39:00.000 GMT-0500,1.17061,1.17062,1.17052,1.17062,18450
09.07.2025 12:40:00.000 GMT-0500,1.17062,1.17062,1.17053,1.17057,13590
09.07.2025 12:41:00.000 GMT-0500,1.17055,1.17055,1.17046,1.17047,14400
09.07.2025 12:42:00.000 GMT-0500,1.17046,1.17051,1.17041,1.17044,23400
09.07.2025 12:43:00.000 GMT-0500,1.17046,1.17058,1.17046,1.17056,24300
09.07.2025 12:44:00.000 GMT-0500,1.17054,1.17060,1.17051,1.17057,17100
09.07.2025 12:45:00.000 GMT-0500,1.17059,1.17064,1.17057,1.17064,10800
09.07.2025 12:46:00.000 GMT-0500,1.17065,1.17071,1.17063,1.17065,13500
09.07.2025 12:47:00.000 GMT-0500,1.17066,1.17068,1.17063,1.17068,7200
09.07.2025 12:48:00.000 GMT-0500,1.17066,1.17068,1.17066,1.17067,6300
09.07.2025 12:49:00.000 GMT-0500,1.17066,1.17075,1.17062,1.17072,19980
09.07.2025 12:50:00.000 GMT-0500,1.17070,1.17085,1.17066,1.17082,25080
09.07.2025 12:51:00.000 GMT-0500,1.17081,1.17082,1.17075,1.17079,19290
09.07.2025 12:52:00.000 GMT-0500,1.17080,1.17081,1.17073,1.17078,31800
09.07.2025 12:53:00.000 GMT-0500,1.17079,1.17090,1.17072,1.17087,38430
09.07.2025 12:54:00.000 GMT-0500,1.17086,1.17087,1.17081,1.17085,19800
09.07.2025 12:55:00.000 GMT-0500,1.17081,1.17081,1.17072,1.17078,22900
09.07.2025 12:56:00.000 GMT-0500,1.17079,1.17083,1.17073,1.17073,25200
09.07.2025 12:57:00.000 GMT-0500,1.17071,1.17078,1.17071,1.17078,5430
09.07.2025 12:58:00.000 GMT-0500,1.17079,1.17083,1.17073,1.17076,30000
09.07.2025 12:59:00.000 GMT-0500,1.17074,1.17095,1.17070,1.17089,112560
09.07.2025 13:00:00.000 GMT-0500,1.17090,1.17115,1.17058,1.17112,161190
09.07.2025 13:01:00.000 GMT-0500,1.17108,1.17108,1.17085,1.17096,54300
09.07.2025 13:02:00.000 GMT-0500,1.17095,1.17101,1.17050,1.17069,66690
09.07.2025 13:03:00.000 GMT-0500,1.17070,1.17076,1.17068,1.17073,36690
09.07.2025 13:04:00.000 GMT-0500,1.17073,1.17126,1.17073,1.17123,85220
09.07.2025 13:05:00.000 GMT-0500,1.17121,1.17121,1.17096,1.17098,75150
09.07.2025 13:06:00.000 GMT-0500,1.17097,1.17105,1.17093,1.17093,98730
09.07.2025 13:07:00.000 GMT-0500,1.17093,1.17142,1.17092,1.17141,58500
09.07.2025 13:08:00.000 GMT-0500,1.17142,1.17157,1.17142,1.17148,203399.99
09.07.2025 13:09:00.000 GMT-0500,1.17149,1.17157,1.17149,1.17152,73080
09.07.2025 13:10:00.000 GMT-0500,1.17151,1.17151,1.17127,1.17131,44940
09.07.2025 13:11:00.000 GMT-0500,1.17130,1.17153,1.17127,1.17150,58860
09.07.2025 13:12:00.000 GMT-0500,1.17148,1.17156,1.17147,1.17156,26550
09.07.2025 13:13:00.000 GMT-0500,1.17156,1.17173,1.17156,1.17163,65880
09.07.2025 13:14:00.000 GMT-0500,1.17164,1.17178,1.17164,1.17172,56250
09.07.2025 13:15:00.000 GMT-0500,1.17171,1.17176,1.17166,1.17169,40050
09.07.2025 13:16:00.000 GMT-0500,1.17168,1.17168,1.17161,1.17165,39960
09.07.2025 13:17:00.000 GMT-0500,1.17163,1.17166,1.17145,1.17149,59220
09.07.2025 13:18:00.000 GMT-0500,1.17150,1.17152,1.17140,1.17140,50580
09.07.2025 13:19:00.000 GMT-0500,1.17142,1.17166,1.17142,1.17166,41670
09.07.2025 13:20:00.000 GMT-0500,1.17164,1.17172,1.17161,1.17162,46050
09.07.2025 13:21:00.000 GMT-0500,1.17161,1.17173,1.17158,1.17161,58320
09.07.2025 13:22:00.000 GMT-0500,1.17162,1.17166,1.17154,1.17166,99990
09.07.2025 13:23:00.000 GMT-0500,1.17166,1.17172,1.17156,1.17156,89910
09.07.2025 13:24:00.000 GMT-0500,1.17158,1.17159,1.17149,1.17154,47640
09.07.2025 13:25:00.000 GMT-0500,1.17154,1.17166,1.17151,1.17155,83310
09.07.2025 13:26:00.000 GMT-0500,1.17157,1.17168,1.17157,1.17168,27900
09.07.2025 13:27:00.000 GMT-0500,1.17164,1.17165,1.17159,1.17161,18300
09.07.2025 13:28:00.000 GMT-0500,1.17160,1.17163,1.17156,1.17162,24420
09.07.2025 13:29:00.000 GMT-0500,1.17159,1.17167,1.17157,1.17159,21690
